,bookId,title,price,author,a_id
633,24768.Pretties,Pretties,262.96,Scott Westerfeld (Goodreads Author),4910
634,7869.The_Bourne_Identity,The Bourne Identity,64.6,Robert Ludlum,7375
635,17332218-words-of-radiance,Words of Radiance,1140.0,Brandon Sanderson (Goodreads Author),8498
636,41219.Possession,Possession,236.36,A.S. Byatt,5180
637,415.Gravity_s_Rainbow,Gravity's Rainbow,1093.64,Thomas Pynchon,6220
638,2767.A_People_s_History_of_the_United_States,A People's History of the United States,912.0,Howard Zinn,3354
639,547094.I_Am_Legend_and_Other_Stories,I Am Legend and Other Stories,399.76,Richard Matheson,8737
640,3869.A_Brief_History_of_Time,A Brief History of Time,206.72,Stephen Hawking,4188
641,1617.Night,Night,529.42,"Elie Wiesel, Marion Wiesel (Translator), François Mauriac (Foreword)",6913
642,1554.Oedipus_Rex,Oedipus Rex,235.6,"Sophocles, J.E. Thomas (Translator)",3583
643,13206760-scarlet,Scarlet,1317.08,Marissa Meyer (Goodreads Author),6337
644,13831.Alanna,Alanna: The First Adventure,257.64,Tamora Pierce (Goodreads Author),4873
645,38311414-house-of-sand-and-fog,House of Sand and Fog,217.36,Andre Dubus III,4196
646,32423.Watchers,Watchers,529.42,Dean Koontz (Goodreads Author),3202
647,2203.John_Adams,John Adams,465.88,David McCullough,5456
648,6853.One_for_the_Money,One for the Money,494.0,Janet Evanovich (Goodreads Author),7647
649,13642.A_Wizard_of_Earthsea,A Wizard of Earthsea,1072.36,Ursula K. Le Guin,3600
650,11250317-the-song-of-achilles,The Song of Achilles,3460.28,Madeline Miller (Goodreads Author),8089
651,304027.Lover_Unbound,Lover Unbound,190.0,J.R. Ward (Goodreads Author),6068
652,14290364-champion,Champion,341.24,Marie Lu (Goodreads Author),8547
653,89717.The_Haunting_of_Hill_House,The Haunting of Hill House,958.36,"Shirley Jackson, Laura Miller (Introduction)",4147
654,18423.The_Left_Hand_of_Darkness,The Left Hand of Darkness,529.42,Ursula K. Le Guin,3600
655,77197.Assassin_s_Apprentice,Assassin's Apprentice,414.96,Robin Hobb (Goodreads Author),6941
656,20820994-i-ll-give-you-the-sun,I'll Give You the Sun,705.28,Jandy Nelson (Goodreads Author),8870
657,10357575-1q84,1Q84,585.96,"Haruki Murakami, Jay Rubin (Translator), Philip Gabriel (Translator)",4351
658,196970.The_Night_Before_Christmas,The Night Before Christmas,291.84,"Clement C. Moore, Jan Brett (Illustrator)",4390
659,99300.The_Yellow_Wallpaper_and_Other_Stories,The Yellow Wallpaper and Other Stories,110.2,Charlotte Perkins Gilman,7452
660,16286.The_Magus,The Magus,413.44,John Fowles,3819
661,46756.Oryx_and_Crake,Oryx and Crake,228.76,Margaret Atwood (Goodreads Author),8662
662,6262365-tempted,Tempted,209.76,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",6522
663,13206828-cress,Cress,195.32,Marissa Meyer (Goodreads Author),6337
664,17212231-inferno,Inferno,292.6,Dan Brown (Goodreads Author),5193
665,10965.A_Breath_of_Snow_and_Ashes,A Breath of Snow and Ashes,455.24,Diana Gabaldon (Goodreads Author),6995
666,47989.Night_Watch,Night Watch,6181.08,Terry Pratchett,3220
667,4953.A_Heartbreaking_Work_of_Staggering_Genius,A Heartbreaking Work of Staggering Genius,217.36,Dave Eggers,6529
668,1431.Veronika_Decides_to_Die,Veronika Decides to Die,210.52,"Paulo Coelho (Goodreads Author), Margaret Jull Costa (Translator), Kâmuran Şipal (Translator)",4989
669,30346601-brainwalker,Brainwalker,529.42,"Robyn Mundell (Goodreads Author), Stephan Lacast (Goodreads Author)",5930
670,29588376-the-lies-of-locke-lamora,The Lies of Locke Lamora,529.42,Scott Lynch (Goodreads Author),8907
671,8682.Jitterbug_Perfume,Jitterbug Perfume,64.6,Tom Robbins,4083
672,6882.Papillon,Papillon,345.8,Henri Charrière,5627
673,14249.Prodigal_Summer,Prodigal Summer,278.92,Barbara Kingsolver,3725
674,3388.Corelli_s_Mandolin,Corelli's Mandolin,236.36,Louis de Bernières,7335
675,852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,"I'd Tell You I Love You, But Then I'd Have to Kill You",306.28,Ally Carter (Goodreads Author),5724
676,44790978-matching-configurations,Matching Configurations: QUANTUM ROOTS III,1135.44,Kyle Keyes,8677
677,10967.The_Fiery_Cross,The Fiery Cross,364.04,"Diana Gabaldon (Goodreads Author), Janos Farkas (translator)",6611
678,88077.The_Magic_Mountain,The Magic Mountain,739.48,"Thomas Mann, John E. Woods (Translator)",6731
679,452306.The_Sisterhood_of_the_Traveling_Pants,The Sisterhood of the Traveling Pants,236.36,Ann Brashares,5299
680,6295.Howl_and_Other_Poems,Howl and Other Poems,800.28,"Allen Ginsberg, William Carlos Williams (Introduction)",7304
681,3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,120.84,E.L. Konigsburg,5083
682,2967752-the-elegance-of-the-hedgehog,The Elegance of the Hedgehog,259.16,"Muriel Barbery, Alison Anderson (Goodreads Author) (Translator)",5295
683,323355.The_Book_of_Mormon,The Book of Mormon: Another Testament of Jesus Christ,220.4,Joseph Smith Jr. (Translator),8772
684,4982.The_Sirens_of_Titan,The Sirens of Titan,529.42,Kurt Vonnegut Jr.,7435
685,55030.Cosmos,Cosmos,1730.52,Carl Sagan,6466
686,2052.The_Big_Sleep,The Big Sleep,318.44,Raymond Chandler,5736
687,19351490-grimm-s-fairy-tales,Grimm's Fairy Tales,529.42,"Jacob Grimm, Wilhelm Grimm, Edward Robert Hughes (illustrator)",3384
688,18334354-quantum-roots,Quantum Roots,968.24,Kyle Keyes,8677
689,3478.Message_in_a_Bottle,Message in a Bottle,307.04,Nicholas Sparks (Goodreads Author),3158
690,22299763-crooked-kingdom,Crooked Kingdom,529.42,Leigh Bardugo (Goodreads Author),8699
691,76401.Bury_My_Heart_at_Wounded_Knee,Bury My Heart at Wounded Knee: An Indian History of the American West,260.68,Dee Brown,7510
692,13414446-prodigy,Prodigy,256.88,Marie Lu (Goodreads Author),8547
693,35519.The_Power_of_Myth,The Power of Myth,888.44,"Joseph Campbell, Bill Moyers",5667
694,1582996.City_of_Ashes,City of Ashes,366.32,Cassandra Clare (Goodreads Author),8310
695,7061.The_No_1_Ladies_Detective_Agency,The No. 1 Ladies' Detective Agency,110.2,Alexander McCall Smith (Goodreads Author),3806
696,73968.Love_Story,Love Story,288.04,Erich Segal,3868
697,27266.Glass_Houses,Glass Houses,223.44,Rachel Caine (Goodreads Author),7512
698,33507.Twenty_Thousand_Leagues_Under_the_Sea,Twenty Thousand Leagues Under the Sea,331.36,"Jules Verne, Anthony Bonner (Translator)",8554
699,9416.Confessions_of_a_Shopaholic,Confessions of a Shopaholic,65.36,Sophie Kinsella (Goodreads Author),5532
700,42898.Lover_Revealed,Lover Revealed,190.0,J.R. Ward (Goodreads Author),6068
701,14995.Odd_Thomas,Odd Thomas,1074.64,Dean Koontz (Goodreads Author),3202
702,16081272-the-edge-of-never,The Edge of Never,582.16,J.A. Redmerski (Goodreads Author),6207
703,41423092-the-awakening,The Awakening: Fate in Motion,529.42,Suzanne Boisvert (Goodreads Author),7747
704,140082.Club_Dead,Club Dead,529.42,Charlaine Harris (Goodreads Author),5286
705,6440.Ivanhoe,Ivanhoe,316.92,"Walter Scott, Graham Tulloch (Editor, Introduction)",5885
706,32768522-carry-on,Carry On,561.64,Rainbow Rowell (Goodreads Author),3157
707,85990.Princess_Academy,Princess Academy,136.04,Shannon Hale (Goodreads Author),8865
708,1202.Freakonomics,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,633.08,"Steven D. Levitt, Stephen J. Dubner (Goodreads Author)",3423
709,21853621-the-nightingale,The Nightingale,357.2,Kristin Hannah (Goodreads Author),5906
710,9532.Ender_s_Shadow,Ender's Shadow,240.16,Orson Scott Card,8738
711,12914.The_Aeneid,The Aeneid,421.04,"Virgil, Robert Fitzgerald (Translator)",7614
712,13104080-unravel-me,Unravel Me,453.72,Tahereh Mafi,8877
713,6969.Emma,Emma,64.6,"Jane Austen, Fiona Stafford (Introduction/Notes)",8757
714,53496.Walk_Two_Moons,Walk Two Moons,268.28,Sharon Creech,6898
715,292408.Angle_of_Repose,Angle of Repose,220.4,Wallace Stegner,7240
716,5098079-lover-avenged,Lover Avenged,184.68,J.R. Ward (Goodreads Author),6068
717,37095.The_Shell_Seekers,The Shell Seekers,2406.16,Rosamunde Pilcher,7326
718,3805.The_Corrections,The Corrections,209.76,Jonathan Franzen,3171
719,11337.The_Bluest_Eye,The Bluest Eye,399.76,Toni Morrison,3374
720,667.Anthem,Anthem,366.32,Ayn Rand,6101
721,703292.The_Witch_of_Blackbird_Pond,The Witch of Blackbird Pond,529.42,Elizabeth George Speare,3959
722,6320534-under-the-dome,Under the Dome,339.72,Stephen King (Goodreads Author),4710
723,110494.Living_Dead_in_Dallas,Living Dead in Dallas,222.68,Charlaine Harris (Goodreads Author),5286
724,3109.The_Omnivore_s_Dilemma,The Omnivore's Dilemma: A Natural History of Four Meals,614.08,Michael Pollan (Goodreads Author),4380
725,164154.A_Canticle_for_Leibowitz,A Canticle for Leibowitz,738.72,"Walter M. Miller Jr., Mary Doria Russell (Goodreads Author) (Introduction)",8418
726,41684.The_Jungle_Books,The Jungle Books,333.64,"Rudyard Kipling, Alev Lytle Croutier (Afterword)",7929
727,17961.Collected_Fictions,Collected Fictions,946.96,"Jorge Luis Borges, Andrew Hurley (Translator)",6769
728,6325285-rubinrot,Rubinrot,305.52,Kerstin Gier,3373
729,6280118-one-day,One Day,145.16,David Nicholls,6497
730,821611.The_Story_of_My_Life,The Story of My Life,437.76,Helen Keller,5636
731,11125.Digital_Fortress,Digital Fortress,529.42,Dan Brown (Goodreads Author),5193
732,248596.Something_Wicked_This_Way_Comes,Something Wicked This Way Comes,399.76,Ray Bradbury,5116
733,6654313-linger,Linger,370.12,Maggie Stiefvater (Goodreads Author),4951
734,13872.Geek_Love,Geek Love,408.88,Katherine Dunn,3766
735,816.Cryptonomicon,Cryptonomicon,529.42,Neal Stephenson (Goodreads Author),6881
736,264.The_Portrait_of_a_Lady,The Portrait of a Lady,150.48,"Henry James, Patricia Crick (Annotations)",5964
737,357664.Because_of_Winn_Dixie,Because of Winn-Dixie,310.08,Kate DiCamillo (Goodreads Author),3295
738,11507.My_Name_Is_Asher_Lev,My Name Is Asher Lev,193.8,Chaim Potok,6248
739,4865.How_to_Win_Friends_and_Influence_People,How to Win Friends and Influence People,529.42,Dale Carnegie,4120
740,11334.Song_of_Solomon,Song of Solomon,969.0,Toni Morrison,3374
741,10374.Hard_Boiled_Wonderland_and_the_End_of_the_World,Hard-Boiled Wonderland and the End of the World,529.42,"Haruki Murakami, Alfred Birnbaum (Translator)",6004
742,50798.Jude_the_Obscure,Jude the Obscure,355.68,"Thomas Hardy, Patricia Ingham, Dennis Taylor (Goodreads Author) (With), Jenny Sterlin (Narrator), Mark Oxford, James Oliver Smith Jr. (Editor)",4488
743,15839976-red-rising,Red Rising,1453.88,Pierce Brown (Goodreads Author),3242
744,8852.Macbeth,Macbeth,472.72,William Shakespeare,5645
745,33917.The_Namesake,The Namesake,242.44,Jhumpa Lahiri,7292
746,28260587-empire-of-storms,Empire of Storms,529.42,Sarah J. Maas (Goodreads Author),3397
747,15749186-to-all-the-boys-i-ve-loved-before,To All the Boys I've Loved Before,529.42,Jenny Han (Goodreads Author),5044
748,7864437-the-death-cure,The Death Cure,249.28,James Dashner (Goodreads Author),4204
749,38374795-howards-end,Howards End,529.42,E.M. Forster,6036
750,22557272-the-girl-on-the-train,The Girl on the Train,209.76,Paula Hawkins (Goodreads Author),6297
751,7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish,"One Fish, Two Fish, Red Fish, Blue Fish",529.42,Dr. Seuss (Reader),5393
752,1923820.Holy_Bible,Holy Bible: King James Version,529.42,Anonymous,6604
753,426504.Ficciones,Ficciones,982.68,"Jorge Luis Borges, Anthony Kerrigan (translator), Anthony Bonner (translator)",3757
754,248704.It_s_Kind_of_a_Funny_Story,It's Kind of a Funny Story,91.2,"Ned Vizzini, Rachel Cohn (Foreword)",5884
755,6137154-fire,Fire,750.12,Kristin Cashore,6507
756,131359.Death_on_the_Nile,Death on the Nile,274.36,Agatha Christie,6768
757,34497.The_Color_of_Magic,The Color of Magic,189.24,Terry Pratchett,3220
758,2767793-the-hero-of-ages,The Hero of Ages,638.4,Brandon Sanderson (Goodreads Author),8498
759,22881898-shot-down,Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,999.4,Steve Snyder (Goodreads Author),6382
760,16640.The_Sorrows_of_Young_Werther,The Sorrows of Young Werther,614.84,"Johann Wolfgang von Goethe, Philippe Forget, Dr. Riaz-ul-Hassan (Translator), Edla Valdna (Translator), Hugo Flintzer (Illustrator), R. Dillon Boylan (Translation), Charles Louis De Sevelinges, Robert Graves, more…",8711
761,2153405.Still_Alice,Still Alice,914.28,Lisa Genova (Goodreads Author),4206
762,16690.The_Moon_Is_a_Harsh_Mistress,The Moon Is a Harsh Mistress,1228.16,Robert A. Heinlein,4429
763,29059.Choke,Choke,275.88,Chuck Palahniuk (Goodreads Author),8952
764,57891.Battle_Royale,Battle Royale,204.44,"Koushun Takami, Yuji Oniki (Translator)",5564
765,50033.Dandelion_Wine,Dandelion Wine,409.64,Ray Bradbury,5116
766,152380.Mary_Poppins,Mary Poppins,432.44,"P.L. Travers, Júlia Sardà (Illustrator), Mary Shepard (Illustrator)",3380
767,12751687-finale,Finale,436.24,Becca Fitzpatrick (Goodreads Author),3280
768,5391115-the-awakening,The Awakening,240.92,Kelley Armstrong (Goodreads Author),5056
769,77295.Gift_from_the_Sea,Gift from the Sea,368.6,Anne Morrow Lindbergh,7017
770,36236123-survivor,Survivor,1028.28,Chuck Palahniuk (Goodreads Author),8952
771,48328.Revolutionary_Road,Revolutionary Road,136.04,Richard Yates,6899
772,49750.An_Abundance_of_Katherines,An Abundance of Katherines,316.92,John Green (Goodreads Author),7823
773,7728.Antigone,Antigone,667.28,"Sophocles, J.E. Thomas (Translator)",3583
774,9673436-the-invention-of-hugo-cabret,The Invention of Hugo Cabret,427.88,Brian Selznick,6251
775,15783514-the-ocean-at-the-end-of-the-lane,The Ocean at the End of the Lane,363.28,Neil Gaiman (Goodreads Author),7764
776,34484.Small_Gods,Small Gods,660.44,Terry Pratchett,3220
777,46164.Tender_Is_the_Night,Tender Is the Night,310.84,"F. Scott Fitzgerald, Amor Towles (Goodreads Author) (Introduction)",6870
778,40389231-cold-sassy-tree,Cold Sassy Tree,529.42,Olive Ann Burns,7728
779,298275.Nausea,Nausea,608.0,"Jean-Paul Sartre, Lloyd Alexander (Translator), H.P. van den Aardweg (Translator), Hayden Carruth (Introduction)",6107
780,6690798-the-passage,The Passage,490.2,"Justin Cronin (Goodreads Author), Dominique Haas (Traduction)",3277
781,6468666-the-reckoning,The Reckoning,236.36,Kelley Armstrong (Goodreads Author),5056
782,40941582,گم شده ای در مه,529.42,سید مرتضی مصطفوی (Goodreads Author),5494
783,17214.Starship_Troopers,Starship Troopers,345.8,Robert A. Heinlein,4429
784,95819.The_Poetry_of_Robert_Frost,The Poetry of Robert Frost,399.76,"Robert Frost, Edward Connery Lathem (Editor)",3676
785,5246.Ethan_Frome,Ethan Frome,119.32,Edith Wharton,6213
786,42697.Exodus,Exodus,181.64,Leon Uris,6755
787,8695.The_Restaurant_at_the_End_of_the_Universe,The Restaurant at the End of the Universe,529.42,Douglas Adams,6002
788,18300212-the-trigger,The Trigger: Hunting the Assassin Who Brought the World to War,377.72,Tim Butcher (Goodreads Author),3162
789,36072.The_7_Habits_of_Highly_Effective_People,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,380.0,"Stephen R. Covey, Jim Collins (Foreward, Contributor)",7931
790,2595138-the-gargoyle,The Gargoyle,247.0,Andrew Davidson (Goodreads Author),4313
791,186190.Forrest_Gump,Forrest Gump,463.6,Winston Groom,8549
792,334176.The_Sparrow,The Sparrow,235.6,Mary Doria Russell (Goodreads Author),8896
793,19057.I_Am_the_Messenger,I Am the Messenger,330.6,"Markus Zusak (Goodreads Author), Emmanuel Pailler",4920
794,32075671-the-hate-u-give,The Hate U Give,579.88,Angie Thomas (Goodreads Author),7966
795,15745950-walking-disaster,Walking Disaster,345.8,Jamie McGuire (Goodreads Author),6410
796,10140661-gabriel-s-inferno,Gabriel's Inferno,1033.6,Sylvain Reynard (Goodreads Author),3410
797,6050298-dreamfever,Dreamfever,545.68,Karen Marie Moning (Goodreads Author),5679
798,54479.Around_the_World_in_Eighty_Days,Around the World in Eighty Days,136.04,"Jules Verne, Michael Glencross (Translator, Annotations), Brian W. Aldiss (Introduction)",4755
799,11768.The_Hotel_New_Hampshire,The Hotel New Hampshire,236.36,John Irving (Goodreads Author),7726
800,7805.Pale_Fire,Pale Fire,529.42,Vladimir Nabokov,4408
801,10569.On_Writing,On Writing: A Memoir of the Craft,419.52,Stephen King (Goodreads Author),4710
802,13928.Daughter_of_the_Forest,Daughter of the Forest,529.42,Juliet Marillier (Goodreads Author),7309
803,3407877-the-forgotten-garden,The Forgotten Garden,209.76,Kate Morton (Goodreads Author),6324
804,29946.Illusions,Illusions: The Adventures of a Reluctant Messiah,529.42,Richard Bach (Goodreads Author),5800
805,1848.Wild_Swans,Wild Swans: Three Daughters of China,529.42,Jung Chang,3995
806,83674.The_Bridges_of_Madison_County,The Bridges of Madison County,217.36,Robert James Waller,8781
807,78983.Kane_and_Abel,Kane and Abel,124.64,Jeffrey Archer,3560
808,13596809-reflected-in-you,Reflected in You,212.8,Sylvia Day (Goodreads Author),7156
809,24765.Specials,Specials,266.0,Scott Westerfeld (Goodreads Author),4910
810,373755.Absalom_Absalom_,"Absalom, Absalom!",400.52,William Faulkner,5487
811,21686.Shutter_Island,Shutter Island,296.4,Dennis Lehane (Goodreads Author),7677
812,386372.Mort,Mort,414.2,Terry Pratchett,3220
813,8709523-the-golden-lily,The Golden Lily,283.48,Richelle Mead (Goodreads Author),4419
814,2168860.One_Foot_in_the_Grave,One Foot in the Grave,217.36,Jeaniene Frost (Goodreads Author),7037
815,1241.A_Million_Little_Pieces,A Million Little Pieces,217.36,James Frey,4069
816,21671.Mystic_River,Mystic River,269.8,Dennis Lehane (Goodreads Author),7677
817,5091.The_Dark_Tower,The Dark Tower,529.42,"Stephen King (Goodreads Author), Michael Whelan (Illustrator)",5947
818,18705209-the-blood-of-olympus,The Blood of Olympus,495.52,Rick Riordan (Goodreads Author),3190
819,7046495-lover-mine,Lover Mine,494.0,J.R. Ward (Goodreads Author),6068
820,6917952-burned,Burned,217.36,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",6522
821,30281.Guilty_Pleasures,Guilty Pleasures,221.92,Laurell K. Hamilton (Goodreads Author),6891
822,307791.The_City_of_Ember,The City of Ember,307.8,Jeanne DuPrau,7983
823,170210.Dead_as_a_Doornail,Dead as a Doornail,110.2,Charlaine Harris (Goodreads Author),5286
824,7445.The_Glass_Castle,The Glass Castle,218.12,Jeannette Walls,7797
825,280111.Holy_Bible,Holy Bible: New International Version,285.76,Anonymous,6604
826,19547856-simon-vs-the-homo-sapiens-agenda,Simon vs. the Homo Sapiens Agenda,874.76,"Becky Albertalli (Goodreads Author), Mathilde Tamae-Bouhon (Goodreads Author)",6930
827,35879889-christy,Christy,529.42,Catherine Marshall,7542
828,3063499-the-lucky-one,The Lucky One,260.68,Nicholas Sparks (Goodreads Author),3158
829,334123.The_Amulet_of_Samarkand,The Amulet of Samarkand,310.08,Jonathan Stroud (Goodreads Author),4598
830,270730.Crank,Crank,124.64,Ellen Hopkins (Goodreads Author),3149
831,24800.House_of_Leaves,House of Leaves,1673.52,Mark Z. Danielewski (Goodreads Author),7748
832,19691.The_Hunt_for_Red_October,The Hunt for Red October,498.56,Tom Clancy,7307
833,7940583-chasing-the-devil,Chasing the Devil: The Search for Africa's Fighting Spirit,209.76,Tim Butcher (Goodreads Author),3162
834,13362536-opal,Opal,304.76,Jennifer L. Armentrout (Goodreads Author),5865
835,10194157-shadow-and-bone,Shadow and Bone,529.42,Leigh Bardugo (Goodreads Author),8699
836,18839.Orlando,Orlando,121.6,Virginia Woolf,4354
837,46945.Requiem_for_a_Dream,Requiem for a Dream,524.4,"Hubert SelJr., Darren Aronofsky (Foreword), Richard Price (Foreword)",7244
838,162898.A_Connecticut_Yankee_in_King_Arthur_s_Court,A Connecticut Yankee in King Arthur's Court,529.42,Mark Twain,6727
839,321552.The_Agony_and_the_Ecstasy,The Agony and the Ecstasy,209.76,Irving Stone,6952
840,9593911-pandemonium,Pandemonium,469.68,Lauren Oliver (Goodreads Author),5376
841,368916.84_Charing_Cross_Road,"84, Charing Cross Road",529.42,Helene Hanff,7605
842,7822895-the-millennium-trilogy,"The Millennium Trilogy (Millennium Trilogy, #1-3)",4564.56,"Stieg Larsson, Reg Keeland (Translator)",4651
843,2731276-the-story-of-edgar-sawtelle,The Story of Edgar Sawtelle,255.36,David Wroblewski,4932
844,497199.Factotum,Factotum,1081.48,Charles Bukowski,7765
845,40496.How_Green_Was_My_Valley,How Green Was My Valley,529.42,Richard Llewellyn,8118
846,2666.The_Bonfire_of_the_Vanities,The Bonfire of the Vanities,566.96,Tom Wolfe,7497
847,41424.Beauty,Beauty: A Retelling of the Story of Beauty and the Beast,193.8,Robin McKinley,7582
848,5168.Where_the_Heart_Is,Where the Heart Is,110.2,Billie Letts,4935
849,9791.A_Walk_in_the_Woods,A Walk in the Woods: Rediscovering America on the Appalachian Trail,311.6,Bill Bryson,3170
850,7437.Naked_Lunch,Naked Lunch,192.28,"William S. Burroughs, James Grauerholz (Editor), Barry Miles (Editor)",8883
851,11991.The_Fall,The Fall,326.8,"Albert Camus, Justin O'Brien (Translator)",8531
852,9566.Still_Life_with_Woodpecker,Still Life with Woodpecker,66.88,Tom Robbins,4083
853,3099787-night-world-no-1,"Night World, No. 1",258.4,L.J. Smith (Goodreads Author),4554
854,17728.The_House_of_Mirth,The House of Mirth,215.08,"Edith Wharton, Nina Bawden (Introduction)",6180
855,6567017-will-grayson-will-grayson,"Will Grayson, Will Grayson",64.6,"John Green (Goodreads Author), David Levithan (Goodreads Author)",6980
856,12395.Journey_to_the_End_of_the_Night,Journey to the End of the Night,955.32,"Louis-Ferdinand Céline, Ralph Manheim (Translator), Angela Cismaş (Translator), William T. Vollmann (Afterword)",4153
857,38180.On_the_Beach,On the Beach,145.16,Nevil Shute,4691
858,13517535-thoughtless,Thoughtless,332.88,S.C. Stephens (Goodreads Author),4841
859,9014.The_Long_Walk,The Long Walk,591.28,"Richard Bachman (Pseudonym), Stephen King (Goodreads Author)",7159
860,3466.The_Wedding,The Wedding,278.92,Nicholas Sparks (Goodreads Author),3158
861,4631.A_Moveable_Feast,A Moveable Feast,529.42,Ernest Hemingway,8244
862,44652.Fablehaven,Fablehaven,459.04,Brandon Mull (Goodreads Author),7578
863,4031.Lunar_Park,Lunar Park,214.32,Bret Easton Ellis,5705
864,529626.Sometimes_a_Great_Notion,Sometimes a Great Notion,649.04,Ken Kesey,8016
865,16328.The_Murder_of_Roger_Ackroyd,The Murder of Roger Ackroyd,550.24,Agatha Christie,6768
866,42038.Shakespeare_s_Sonnets,Shakespeare's Sonnets,401.28,"William Shakespeare, Katherine Duncan-Jones (Editor)",7964
867,16056408-easy,Easy,478.8,Tammara Webber (Goodreads Author),5482
868,16729.Beach_Music,Beach Music,399.76,Pat Conroy,6152
869,76171.We,We,690.08,"Yevgeny Zamyatin, Clarence Brown (Translator, Introduction)",6379
870,10916.The_Pact,The Pact,242.44,Jodi Picoult (Goodreads Author),5915
871,395871.The_Awakening_The_Struggle,The Awakening / The Struggle,209.76,L.J. Smith (Goodreads Author),4554
872,310459.Roll_of_Thunder_Hear_My_Cry,"Roll of Thunder, Hear My Cry",250.8,Mildred D. Taylor,7353
873,976.Deception_Point,Deception Point,303.24,Dan Brown (Goodreads Author),5193
874,2702704-faefever,Faefever,259.92,Karen Marie Moning (Goodreads Author),5679
875,13047090-onyx,Onyx,529.42,Jennifer L. Armentrout (Goodreads Author),5865
876,84136.Fantasy_Lover,Fantasy Lover,217.36,Sherrilyn Kenyon (Goodreads Author),7008
877,22205.This_Lullaby,This Lullaby,66.88,Sarah Dessen (Goodreads Author),4135
878,17788401-ugly-love,Ugly Love,529.42,Colleen Hoover (Goodreads Author),6145
879,18045891-sharp-objects,Sharp Objects,529.42,Gillian Flynn (Goodreads Author),7174
880,9369720-passion,Passion,266.0,Lauren Kate (Goodreads Author),5674
881,23766634-a-court-of-wings-and-ruin,A Court of Wings and Ruin,804.08,Sarah J. Maas (Goodreads Author),3397
882,11918.Bitten,Bitten,217.36,Kelley Armstrong (Goodreads Author),5056
883,23878688-the-5-love-languages,The 5 Love Languages: The Secret to Love that Lasts,529.42,Gary Chapman,8748
884,23692271-sapiens,Sapiens: A Brief History of Humankind,529.42,Yuval Noah Harari,5708
885,30659.Meditations,Meditations,653.6,"Marcus Aurelius, Martin Hammond (Translator), Albert Wittstock (Translator), Diskin Clay (Introduction)",4250
886,2233407.From_Dead_to_Worse,From Dead to Worse,245.48,Charlaine Harris (Goodreads Author),5286
887,5096.Wizard_and_Glass,Wizard and Glass,236.36,"Stephen King (Goodreads Author), Dave McKean (Illustrator)",7450
888,6192.Disgrace,Disgrace,294.12,J.M. Coetzee,5629
889,2122.The_Fountainhead,The Fountainhead,243.96,"Ayn Rand, Leonard Peikoff (Goodreads Author) (Afterword)",8830
890,5056084-wings,Wings,214.32,Aprilynne Pike,4202
891,140075.All_Together_Dead,All Together Dead,209.76,Charlaine Harris (Goodreads Author),5286
892,297673.The_Brief_Wondrous_Life_of_Oscar_Wao,The Brief Wondrous Life of Oscar Wao,335.92,Junot Díaz,7346
893,5886881-dark-places,Dark Places,398.24,Gillian Flynn (Goodreads Author),7174
894,54539.Silas_Marner,Silas Marner,529.42,George Eliot,7668
895,732562.The_Rime_of_the_Ancient_Mariner,The Rime of the Ancient Mariner,215.08,"Samuel Taylor Coleridge, Gustave Doré (Illustrator)",3920
896,5094.The_Drawing_of_the_Three,The Drawing of the Three,357.96,Stephen King (Goodreads Author),4710
897,99944.The_Bhagavad_Gita,The Bhagavad Gita,173.28,"Krishna-Dwaipayana Vyasa, Simon Brodbeck (Introduction), Juan Mascaró (Translator)",5830
898,348225.These_Is_My_Words,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",365.56,Nancy E. Turner,5648
899,5161066-dead-and-gone,Dead and Gone,217.36,Charlaine Harris (Goodreads Author),5286
900,13262783-every-day,Every Day,317.68,David Levithan (Goodreads Author),6440
901,479415.The_Horse_Whisperer,The Horse Whisperer,491.72,Nicholas Evans,3923
902,29999.The_Maltese_Falcon,The Maltese Falcon,64.6,Dashiell Hammett,3712
903,527756.The_Man_Without_Qualities,The Man Without Qualities,626.24,"Robert Musil, Burton Pike (Editor), Sophie Wilkins (Translator)",3814
904,12926063-skagboys,Skagboys,152.0,Irvine Welsh,5578
905,414999.Childhood_s_End,Childhood's End,529.42,Arthur C. Clarke,8436
906,9284655-tiger-s-curse,Tiger's Curse,460.56,Colleen Houck (Goodreads Author),5486
907,7996.Redwall,Redwall,281.96,Brian Jacques,7447
908,51893.Thus_Spoke_Zarathustra,Thus Spoke Zarathustra,529.42,"Friedrich Nietzsche, Walter Kaufmann (Translator)",7020
909,40603730-safe-haven,Safe Haven,529.42,Nicholas Sparks (Goodreads Author),3158
910,1371.The_Iliad,The Iliad,417.24,"Homer, Robert Fagles (Translator), Bernard Knox (Introduction)",8262
